"","Skin-Melanoma::SP124389","Skin-Melanoma::SP124362","Skin-Melanoma::SP124394","Skin-Melanoma::SP124334","Skin-Melanoma::SP124339","Skin-Melanoma::SP124454","Skin-Melanoma::SP124380","Skin-Melanoma::SP124273","Skin-Melanoma::SP124357","Skin-Melanoma::SP124399","Skin-Melanoma::SP124311","Skin-Melanoma::SP124355","Skin-Melanoma::SP124434","Skin-Melanoma::SP124428","Skin-Melanoma::SP124449","Skin-Melanoma::SP124298","Skin-Melanoma::SP124431","Skin-Melanoma::SP124396","Skin-Melanoma::SP124409","Skin-Melanoma::SP124341","Skin-Melanoma::SP124353","Skin-Melanoma::SP124278","Skin-Melanoma::SP124376","Skin-Melanoma::SP124346","Skin-Melanoma::SP124439","Skin-Melanoma::SP124351","Skin-Melanoma::SP124406","Skin-Melanoma::SP124323","Skin-Melanoma::SP124391","Skin-Melanoma::SP124423","Skin-Melanoma::SP124382","Skin-Melanoma::SP124415","Skin-Melanoma::SP124436","Skin-Melanoma::SP124460","Skin-Melanoma::SP124425","Skin-Melanoma::SP124456","Skin-Melanoma::SP124367","Skin-Melanoma::SP124281","Skin-Melanoma::SP124377","Skin-Melanoma::SP124412","Skin-Melanoma::SP124333","Skin-Melanoma::SP124359","Skin-Melanoma::SP124286","Skin-Melanoma::SP124329","Skin-Melanoma::SP124326","Skin-Melanoma::SP124458","Skin-Melanoma::SP124401","Skin-Melanoma::SP124264","Skin-Melanoma::SP124384","Skin-Melanoma::SP124403","Skin-Melanoma::SP124462","Skin-Melanoma::SP124271","Skin-Melanoma::SP124336","Skin-Melanoma::SP124452","Skin-Melanoma::SP124386","Skin-Melanoma::SP124441","Skin-Melanoma::SP124418","Skin-Melanoma::SP124291","Skin-Melanoma::SP124319","Skin-Melanoma::SP124305","Skin-Melanoma::SP124447","Skin-Melanoma::SP124344","Skin-Melanoma::SP124369","Skin-Melanoma::SP124348","Skin-Melanoma::SP124295","Skin-Melanoma::SP124444","Skin-Melanoma::SP124365","Skin-Melanoma::SP124420","Skin-Melanoma::SP124364","Skin-Melanoma::SP124307","Skin-Melanoma::SP82445","Skin-Melanoma::SP83242","Skin-Melanoma::SP103894","Skin-Melanoma::SP83382","Skin-Melanoma::SP82451","Skin-Melanoma::SP104330","Skin-Melanoma::SP83312","Skin-Melanoma::SP82614","Skin-Melanoma::SP82431","Skin-Melanoma::SP82459","Skin-Melanoma::SP113197","Skin-Melanoma::SP82532","Skin-Melanoma::SP82636","Skin-Melanoma::SP82796","Skin-Melanoma::SP83482","Skin-Melanoma::SP104530","Skin-Melanoma::SP82429","Skin-Melanoma::SP82644","Skin-Melanoma::SP82988","Skin-Melanoma::SP82461","Skin-Melanoma::SP82900","Skin-Melanoma::SP82399","Skin-Melanoma::SP82756","Skin-Melanoma::SP82836","Skin-Melanoma::SP82417","Skin-Melanoma::SP82471","Skin-Melanoma::SP82435","Skin-Melanoma::SP104056","Skin-Melanoma::SP83083","Skin-Melanoma::SP82433","Skin-Melanoma::SP82780","Skin-Melanoma::SP83019","Skin-Melanoma::SP83099","Skin-Melanoma::SP83146","Skin-Melanoma::SP103866","Skin-Melanoma::SP83844","Skin-Melanoma::SP83027"
"BI_COMPOSITE_SBS30_P",392.5522335,957.9267683,624.4389551,905.5151517,175.1003707,1117.051339,377.343943,267.1758337,812.0360901,1297.633448,816.7452503,362.9399077,757.628419,1319.425121,1088.546528,1915.16506,597.9904674,878.6426552,1137.370172,397.8430833,181.1046365,262.1512457,577.9054829,498.4262895,721.3288368,337.1252076,750.8850112,199.0326077,354.3114512,108.7456019,3630.956515,2124.801426,5491.868351,760.363578,1075.039415,377.6116013,924.5929297,296.2961409,508.3745933,618.300534,675.2530612,712.5729486,211.1582641,347.7139539,394.1703286,1300.251518,3795.228195,296.4648993,8563.392278,256.4237688,758.1027898,1157.803716,426.7537455,767.5417769,694.0554644,1004.925118,313.2795669,413.0277397,493.3280681,665.902986,1325.960502,187.136195,786.8745928,849.6785564,956.0639683,387.1655907,690.9713273,380.2005178,1031.073326,980.5527763,1533.05725,467.1156412,777.3645013,652.6045747,1837.894517,231.6625648,672.3399004,417.4652467,840.8278984,716.0200618,280.2628713,419.6728458,474.3250979,791.8592085,475.9291901,2608.636729,702.8358628,1165.649962,190.0712004,551.6543525,696.7402289,1202.200565,243.0954801,959.3539897,690.5983934,261.1246309,273.5110758,2325.696263,547.9105631,552.6024799,456.6807308,782.2538207,257.9550783,1089.231614,588.1779177,550.5228594,349.5453643
"BI_COMPOSITE_SBS33_P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BI_COMPOSITE_SBS35_P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BI_COMPOSITE_SBS36_P",129.2842432,316.8073787,121.9118943,580.9293422,97.90350933,312.356955,265.574476,502.9710758,477.1588087,490.0724548,164.6116752,206.562438,528.6738709,793.7636474,298.8603735,689.8686429,683.8297513,568.3299586,291.8168418,959.1201691,258.6950362,330.8839737,266.3317051,969.102286,857.0975666,225.1888846,407.4206402,481.9686473,412.3970306,138.1688326,1668.228042,2075.147938,2475.993716,417.2090795,414.0079955,79.19390631,533.1850304,393.8386929,288.6096791,704.692603,306.4551546,392.5121364,165.431245,210.0426253,443.283183,603.3490021,1613.72615,1338.17057,909.2126413,62.88793994,384.0327354,937.3519494,1139.165579,309.6433269,237.592014,1924.396799,478.1719332,371.3641374,333.0565368,381.884599,1480.760971,214.2224497,298.2691871,562.8546513,961.0032845,152.42355,603.6224921,134.3166786,1273.530961,417.3810154,2899.824306,728.6187185,528.4972443,201.7876971,824.7371583,20.78168276,319.2272036,164.877405,804.9495925,241.4816518,169.0204853,586.3810936,318.3779059,273.0153058,382.139437,1612.567023,657.2449488,474.8246156,172.6814406,254.2044733,563.2178504,360.1373701,164.6479848,149.0578573,324.4078841,283.9093171,164.4841146,711.1285997,407.4571668,192.6222893,259.7022789,269.97884,249.2236505,782.4459773,238.8717019,177.1734076,237.2613679
"BI_COMPOSITE_SBS37_P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BI_COMPOSITE_SBS38_S",248.6603963,314.5615015,58.71793645,210.491425,143.4121583,862.7472882,178.9944128,239.976714,168.5630888,4.44659081257122e-323,495.3280457,140.0419099,661.6177069,145.1587046,634.4501524,1.48219693752374e-323,1093.894809,1657.641821,4.94065645841247e-323,468.0340512,288.3273333,544.1767201,161.6653607,800.5216001,173.929445,171.8193787,2193.466423,1839.327828,700.6755704,281.0210169,446.4977938,1452.277266,1626.970813,463.3677239,186.9334056,12.61364631,101.6757059,1716.961036,242.193749,3951.637786,73.10155611,334.8652717,187.4969256,69.04955233,1242.351887,611.1374897,444.6852631,493.5242287,841.7849303,27.90184712,207.6018746,389.3958061,988.8601661,146.8515625,161.2544568,630.929753,1707.706303,44.23951899,4.94065645841247e-324,239.3771737,85.39032274,103.0580642,5.4e-118,359.1842431,2357.112063,470.5330095,376.5967017,65.95664489,326.5507447,552.1095372,2.02566914794911e-322,5419.290818,87.85362814,106.7691963,1437.709541,10.57963757,489.6883129,245.7947667,3.95252516672997e-323,124.1197316,198.033971,369.0610695,610.8746551,139.2428423,299.9955698,918.0504181,1973.295823,9.88131291682493e-324,141.4880602,347.3222593,367.0608723,728.9091201,306.3541227,273.4645658,149.2177067,310.9338463,407.0693924,9.88131291682493e-324,73.29765936,247.9449893,242.3005221,367.6288951,818.6925611,9.88131291682493e-324,99.85904168,243.1120915,222.6656308
"BI_COMPOSITE_SBS39_P",212.4559403,152.7582201,526.3743656,1031.738282,315.992905,976.5583033,1176.411388,1584.964836,1472.555134,541.366543,1070.919301,1065.516606,649.7303731,910.1341872,868.9339819,1245.390274,267.7397097,518.8130821,1608.716952,4448.615998,875.7566139,998.7787923,470.7911311,2103.352334,106.5255991,275.9778845,1479.891451,741.076347,2118.688544,126.4088333,3326.786992,1584.42255,10047.32047,511.9266435,1619.519809,1150.17045,1698.056927,304.7012151,429.2031911,687.1007935,551.1754564,1507.305774,176.4001603,302.9038294,1508.681953,847.3966089,5468.129511,5444.122834,0,315.6038629,248.3881176,4336.293209,1576.844846,710.1946734,1121.527106,2629.018119,584.8745572,1316.116299,238.4332186,597.3509872,2004.447645,2243.244887,417.4222695,705.1125291,2422.065617,274.3913156,1683.102199,446.7477989,1537.243571,427.8383476,1248.857497,509.870028,2346.920323,257.3166507,1769.077592,101.9524782,515.5878596,433.6585163,1096.612403,1137.782784,1470.479107,2844.286611,1161.72785,1211.758281,1775.589432,5637.19702,826.6469607,1329.414786,643.6011718,1131.244571,1468.92769,694.6716114,183.559904,892.0161378,1.18e-36,1853.523194,479.3951808,942.6976274,525.4536077,943.2823283,396.98125,413.5115105,228.7051752,638.5399812,801.3538879,896.2352481,780.6817574
"BI_COMPOSITE_SBS40_P",153.0119569,317.6099482,202.1110595,143.9645529,62.64626568,209.2949225,158.6866637,155.1240403,127.9245178,259.8340717,310.3554936,101.0860677,275.0577442,519.7884408,175.7140879,591.4934995,207.9124297,278.6887278,405.358988,110.3372422,77.81705679,91.67935927,179.9597187,165.1451326,198.2165168,52.76310673,228.6496902,70.65113217,186.7011297,0,1350.83871,386.488594,1001.997301,291.5023721,2.47e-50,168.9832445,247.6214813,36.39207519,250.8431962,97.14142005,186.6577724,140.1962051,29.86093292,2.65077582503683e-318,99.88752134,342.6787812,932.5456628,366.671227,600.4832967,105.1329363,374.4234136,472.0112001,165.3107467,210.6529693,281.4760011,215.0385666,159.539394,89.49215652,2.24e-134,215.3386737,2155.661767,94.93106027,331.4391085,103.1375523,175.9766645,121.6135462,320.691605,270.5336358,109.7716693,204.4645812,5.03e-30,198.3443608,508.2869561,278.9697486,187.9039492,64.56806256,138.5794429,241.5341517,277.3618713,116.3058603,43.42118387,1.92812576749067e-318,153.4490276,164.8132498,109.272168,569.765364,108.2864232,290.6966293,84.15280726,188.989613,292.0208421,282.3190961,106.2957024,151.8946758,43.67225725,140.5128625,64.3778324,205.4815577,205.3606996,125.9552738,157.1947274,205.3004794,43.96483241,655.0041138,197.6655835,215.4473179,51.32420757
"BI_COMPOSITE_SBS60_P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BI_COMPOSITE_SBS55_S",2.88e-83,462.2543926,315.1249771,724.271051,254.7383772,136.2501865,2056.126274,143.7206705,219.4480503,78.85857156,1288.967914,9.29e-218,85.18355869,76.1464221,1942.904429,1785.565231,109.478047,0,220.6443705,53.53099918,25.01436663,94.35363626,98.70939095,1246.179841,864.9190509,604.655333,61.81168126,58.91109743,147.9015724,241.4033774,0,4.94065645841247e-324,371.4685779,105.7667391,142.0387433,154.811097,425.9332795,9.57222528,0,61.2405181,413.8875947,58.22561682,72.91094842,96.96511999,152.6208045,2.74e-61,4.94065645841247e-324,0,0,143.6855522,59.77366518,346.6339277,424.3181572,277.5392722,407.5670507,0,1103.056989,71.17871163,435.7940849,117.7089384,4.94065645841247e-324,104.0995459,1154.406107,35.65406427,1.1223027618922e-314,74.6969026,348.0674713,863.6655465,4.94065645841247e-324,2.96e-259,4.94065645841247e-324,351.5128003,0,0,4.94065645841247e-324,22.37222236,45.9120902,155.3041451,253.6188674,731.8349121,25.3304764,2691.769023,50.94940887,62.3695044,410.1331556,88.32765269,77.74239484,197.1355934,812.4830957,207.949309,1374.667614,461.2859979,47.18572417,1019.191938,430.9411718,0,148.2935922,0,0,898.103266,279.9583594,83.42717995,4.94065645841247e-324,0,949.4923231,142.9081796,480.5063886
"BI_COMPOSITE_SBS44_S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BI_COMPOSITE_SBS61_S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BI_COMPOSITE_SBS62_S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BI_COMPOSITE_SBS63_S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BI_COMPOSITE_SBS64_P",82.66658487,209.9066643,70.64569292,109.5456923,50.44690352,152.7220866,69.86293399,490.3881677,193.7050983,284.895037,94.91682219,136.1511227,115.8212715,429.038061,263.4249045,248.0836343,82.80209189,226.8472052,217.1466735,196.8152326,51.72493398,370.046683,125.1504419,399.9179782,83.79590796,57.47950972,4.89e-37,139.2129532,189.4561523,15.99797575,107.7304813,169.3439286,386.2088443,240.2638716,6.99e-60,4.15e-171,20.48573164,152.192921,60.92427309,51.86675766,82.66016904,414.9663146,66.0530314,11.17481481,193.1989471,91.54936854,309.4477213,238.891152,4476.774717,1.67982319586024e-322,172.7416938,604.3204177,399.5882058,77.29577365,169.6435381,196.1647333,45.50885881,204.026802,47.64780567,233.9172773,255.3507844,110.1089841,119.6615883,181.0802709,316.4833327,296.0872626,104.6914149,146.5273423,255.7880785,125.8622672,154.8329539,67.52168333,71.53138386,91.45912573,249.6494087,6.192005328,51.23361745,34.72998476,43.60040134,80.14411879,98.47149427,132.1908093,229.342345,130.2226166,64.50830398,894.9684243,94.55220886,145.2719321,155.6227524,164.2004722,30.77909664,161.6283265,49.97191285,225.616642,73.94547434,474.922051,173.9717092,138.3486719,106.1817863,127.0166141,114.3954576,101.3077229,90.77685331,123.5254947,104.6364176,56.46242542,182.8675228
"BI_COMPOSITE_SBS65_S",1631.078925,9946.744624,4.16e-190,2086.973763,133.2078714,1757.674705,13558.33338,270.7659661,468.4128043,9060.551697,9465.800974,163.3788795,10358.42269,11684.31445,2808.539523,10786.8579,7645.597626,3406.216107,15639.9511,160.3386713,181.192195,186.8557046,1762.521281,781.7127318,47362.91151,4.94065645841247e-324,6418.441652,100.1550139,553.1627648,3.86e-134,2424.606684,247165.4771,9636.398034,1.45e-13,8087.545782,2771.317779,6083.097133,59.85958079,7198.802656,2326.37595,1091.177978,422.6263139,151.7973398,1571.033179,367.4990737,8552.33029,50673.79007,434.1290689,11469.74595,891.531272,2183.112451,2187.011282,283.2612209,4903.912807,494.4166651,449.8967782,7295.942093,478.3983245,19745.20418,9.96e-23,51391.78158,100.730819,8502.657781,330.2726342,397.2939209,447.7566369,6613.784442,1113.802987,4700.992197,5279.236361,131135.1793,6074.632275,15574.48674,6205.937461,2.65e-62,290.3852537,4832.998625,3507.714141,59834.1925,0.000454859,206.7488708,32675.42906,441.0523529,4.89e-123,9974.926224,1017.083649,1434.722561,4607.196746,4104.07828,4959.432882,49615.35145,3046.060215,1518.919311,1.34e-28,1.84e-165,177.1001741,7.90505033345994e-323,10617.29876,5679.177974,337.1751325,1.42e-115,3087.115492,2130.45687,33340.99075,3150.141825,1461.567318,1.57e-53
"BI_COMPOSITE_SBS66_S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BI_COMPOSITE_SBS67_S",2120.030714,24915.34626,16590.83065,9363.560617,77.72749465,4981.876006,6987.088465,4.94065645841247e-324,1.48219693752374e-323,23124.93365,10693.56089,0,1.76e-22,17373.56839,16128.56538,36304.24629,2918.557622,6.4228533959362e-323,34166.31063,3.03e-99,1.48219693752374e-323,4.94065645841247e-324,695.0597048,1.77971240000513e-317,1500.730739,402.2234284,2373.475338,0,4.94065645841247e-324,1413.866092,43432.34066,34245.95039,70890.76608,15615.81273,9784.909545,3778.918418,10019.27865,1.93e-79,2065.841976,8746.658908,6633.381309,4.94065645841247e-324,90.07758036,7250.469745,7257.346091,11529.0805,32579.73734,0,10362.83606,1452.745543,12016.64022,1.48219693752374e-323,3.70871961958482e-312,7296.156607,9904.029748,0,16403.90624,4.94065645841247e-324,16241.54136,7334.102853,5048.256467,0,13051.12332,4.94065645841247e-324,1.48219693752374e-323,8.4e-297,8390.625242,6987.194874,10563.95675,9839.966417,4.05e-300,4617.564746,10313.85356,5.92878775009496e-323,2526.18508,502.7609969,2269.33982,6201.272961,7066.258947,12729.80149,0,2.04e-57,4.94065645841247e-324,6.4228533959362e-323,2729.009278,2356.416757,1594.462321,31056.02785,1.09e-115,3366.110138,4843.700952,10989.8558,2348.09169,1373.39827,23501.83626,1.48219693752374e-323,33.26216985,56604.35914,551.3199102,5560.682365,4505.968782,3480.936971,547.3835067,1.18e-88,11871.07942,956.6628131,2.57e-14
"BI_COMPOSITE_SBS68_P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BI_COMPOSITE_SBS69_P",280.8320327,5.5e-260,0,1130.377212,76.95558774,435.2370859,1.19e-200,1084.191682,1110.42607,7.14e-68,5.73e-10,413.589294,4.04e-106,8.52e-264,258.7553113,6.84e-61,210.7920933,194.1595028,8.57e-179,1299.008382,540.3513673,309.9707425,100.3034715,612.6679671,522.9766896,649.7381381,480.4066561,464.9992168,690.4526315,151.5555322,1020.438672,8.02e-201,1266.809947,237.4984821,339.3014822,859.4486444,1.33e-253,444.1053599,194.3353632,2.74e-212,331.3806826,316.9284545,130.7181785,277.2939548,879.0240549,1.2e-294,2.41e-86,1218.810234,3.11e-232,231.5579343,163.5186129,945.2104228,309.6032084,0,315.7485165,1197.453067,448.8054627,1131.331178,6.68e-70,153.7373252,0,595.3778245,8.62e-104,468.6195657,367.1770305,254.8350688,3.02e-83,217.0601882,477.042659,152.8522417,7.43519390426492e-320,314.5636094,8.17e-76,8.95e-173,868.894691,43.09530874,253.6666667,159.2869975,9.97e-144,212.0764339,792.4257452,1558.657189,836.7891495,0,1.48e-255,746.3726346,778.7945291,3.83926741791334e-312,207.0189315,299.2655171,746.6572276,235.9926479,199.5659949,301.040664,1.39e-109,346.6552407,286.2718403,1.92e-14,1.64e-30,385.9288407,595.3010016,266.023266,127.7045566,0,281.788987,407.1312922,298.1098335
"BI_COMPOSITE_SBS70_P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BI_COMPOSITE_SBS71_P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BI_COMPOSITE_SBS72_P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BI_COMPOSITE_SBS73_S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BI_COMPOSITE_SBS74_S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BI_COMPOSITE_SBS75_S",1262.999619,654.9252521,132.4295739,1944.472619,191.8543124,9.88131291682493e-324,3.01e-82,23.6819649,95.86383832,5038.313617,5924.601565,24.41879719,3182.650663,7057.73837,1241.409604,4.74e-261,3300.174489,1748.208723,1711.116292,60.78135657,83.61415406,30.60781583,3501.584974,593.9349378,1169.449397,239.4217306,1428.856055,12.22080304,197.3628942,338.1826569,2023.636461,1.97626258336499e-323,2885.059925,3948.249597,1447.969414,453.3698421,540.5439029,76.90243127,3385.826077,2185.191133,1319.014308,39.76649596,54.80455985,1775.794875,1.09e-18,8347.679232,3592.516607,5.35e-109,6438.093257,302.1194131,5386.896799,721.1643032,47.88915071,2712.854053,2965.867245,0,2940.164661,88.48524795,3074.206141,6.21e-78,19247.01795,15.8872744,2386.786318,32.96643904,1.15e-13,764.6114882,4215.187585,1294.586875,3445.612118,3086.147234,1.9e-155,0,6891.583961,3987.631972,2850.985619,8.39911597930119e-323,3123.352265,2343.710045,15298.89379,6.57e-161,43.24554412,1.9e-222,105.1385043,1868.040863,0,1461.083587,2452.828527,4217.399749,3723.101276,4929.611403,4580.554754,4830.154617,103.441461,1.87e-05,6123.007465,39.07438744,160.8744265,28312.03546,3724.788204,9.88131291682493e-324,1123.513708,3492.075943,1580.680011,14011.4195,1414.606312,3517.430459,164.0090116
"BI_COMPOSITE_SBS76_S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BI_COMPOSITE_SBS77_P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BI_COMPOSITE_SBS78_S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BI_COMPOSITE_SBS79_S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BI_COMPOSITE_SBS80_P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BI_COMPOSITE_SBS81_P",5.61e-299,0,0,0,1.316954995,0,2.59057777575281e-310,1.174986032,0,0,1.440715912,1.91e-180,0,2.296617461,0,5.04e-286,0,2.548669253,3.9e-252,0,6.3e-282,2.44e-154,2.045989952,1.15e-222,2.38e-296,0,11.64902621,0.701416843,0,0,0,0,0,6.57e-307,0,1.807448468,2.29e-293,0,0.536974342,1.91e-241,0.422004204,1.002086338,0.491205308,0.856542495,1.178486825,1.130664991,5.19e-274,3.98679831340916e-311,19.4866949,0,2.397598569,0,0.839969405,1.509686697,1.8e-158,3.231238585,7.89e-290,1.768896735,0,1.150929706,0,0.599773795,2.61e-307,0,8.78e-294,1.307722759,1.071359628,1.206178582,77.19099695,2.863474934,0,1.25e-297,297.716196,2.707302554,4.907301149,0.610287383,1.191557105,1.548557626,1.13e-299,0.98037647,1.216073629,1.67277373,1.453960996,1.096939405,1.940225016,0,0,5.98e-278,0.992958563,1.996565558,2.16e-73,1.382764992,2.879996023,9.34664060087156e-313,0.724412721,1.767898162,2.151355956,6.59e-303,0.913378879,1.629748369,4.42e-307,1.658086115,1.892465218,2.287926907,5.59e-20,0.470541537,1.115173463
"BI_COMPOSITE_SBS82_P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BI_COMPOSITE_SBS83_P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
